DOI,Composition,Alloy_or_not,Pt_or_not,Weight_ratio (wt%),Particle_size (nm),Surface_area (m2/g),N_doped (at%),pH,Current_density (mA/cm2),Overpotential (mV)
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,7.4,10,129
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,14,100,125
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,0.3,60,122
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,0.3,50,115
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,14,80,111
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,0.3,40,107
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,14,60,95
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,14,50,86
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,0.3,20,85
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,14,40,74
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,0.3,10,65
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,14,20,45
10.1016/j.cej.2020.128047,Ru,0,0,1.01,3,647.6,0,14,10,22
10.1016/j.cattod.2019.04.043,CuPd,1,0,7.5,5.2,490,0,0.3,10,145
10.1016/j.cattod.2019.04.043,Pd,0,0,5.6,5.2,490,0,0.3,10,63
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,12.5,124.09,1.6,14,60,735
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,12.5,124.09,1.6,14,50,671
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,12.5,124.09,1.6,14,40,598
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,12.5,124.09,1.6,14,20,445
10.1016/j.carbon.2020.08.047,NiCo,1,0,4.19,12.5,124.09,1.6,14,10,355
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,12.5,232.2,4.39,14,60,406
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,12.5,232.2,4.39,14,50,372
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,12.5,232.2,4.39,14,40,338
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,12.5,232.2,4.39,14,20,262
10.1016/j.carbon.2020.08.047,NiCoS,0,0,12.03,12.5,232.2,4.39,14,10,198
10.1016/j.carbon.2017.01.085,NiFe,1,0,48.02,40,97.4,5.62,0.3,20,295
10.1016/j.carbon.2017.01.085,NiFe,1,0,48.02,40,97.4,5.62,0.3,10,248
10.1016/j.carbon.2016.12.004,PtPd,1,1,17.66,10,388.9,8.7,0.3,20,167
10.1016/j.carbon.2016.12.004,PtPd,1,1,16.63,10,388.9,10.7,0.3,20,75
10.1016/j.carbon.2016.12.004,PtPd,1,1,16.63,10,388.9,10.7,0.3,10,58
10.1016/j.carbon.2016.12.004,PtPd,1,1,12.15,10,388.9,9.7,0.3,20,89
10.1016/j.carbon.2016.12.004,PtPd,1,1,12.15,10,388.9,9.7,0.3,10,74
10.1016/j.carbon.2016.12.004,PtPd,1,1,11.54,10,388.9,10.8,0.3,20,116
10.1016/j.carbon.2016.12.004,PtPd,1,1,11.54,10,388.9,10.8,0.3,10,85
10.1016/j.apsusc.2020.147786,CoNi,1,0,9.92,10,170.41,7.86,13,50,230
10.1016/j.apsusc.2020.147786,CoNi,1,0,9.92,10,170.41,7.86,13,40,210
10.1016/j.apsusc.2020.147786,CoNi,1,0,9.92,10,170.41,7.86,13,20,169
10.1016/j.apsusc.2020.147786,CoNi,1,0,9.92,10,170.41,7.86,13,10,130
10.1016/j.apsusc.2020.147786,CoNi,1,0,7.16,10,148.29,8.62,13,50,364
10.1016/j.apsusc.2020.147786,CoNi,1,0,7.16,10,148.29,8.62,13,40,360
10.1016/j.apsusc.2020.147786,CoNi,1,0,7.16,10,148.29,8.62,13,20,340
10.1016/j.apsusc.2020.147786,CoNi,1,0,7.16,10,148.29,8.62,13,10,313
10.1016/j.apsusc.2020.147786,CoNi,1,0,4.79,10,158.09,6.97,13,20,440
10.1016/j.apsusc.2020.147786,CoNi,1,0,4.79,10,158.09,6.97,13,10,394
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,29.6,8.7,4.34,14.5,100,391
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,29.6,8.7,4.34,14.5,80,358
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,29.6,8.7,4.34,14.5,60,323
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,29.6,8.7,4.34,14.5,50,303
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,29.6,8.7,4.34,14.5,40,283
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,29.6,8.7,4.34,14.5,20,230
10.1016/j.apcatb.2021.120512,CoFe,1,0,31.48,29.6,8.7,4.34,14.5,10,186
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,23.3,2.8,9.88,14.3,100,341
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,23.3,2.8,9.88,14.3,80,307
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,23.3,2.8,9.88,14.3,60,269
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,23.3,2.8,9.88,14.3,50,248
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,23.3,2.8,9.88,14.3,40,225
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,23.3,2.8,9.88,14.3,20,166
10.1016/j.apcatb.2021.120512,CoFe,1,0,25.15,23.3,2.8,9.88,14.3,10,120
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,13.8,8.8,10.93,14,100,358
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,13.8,8.8,10.93,14,80,325
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,13.8,8.8,10.93,14,60,292
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,13.8,8.8,10.93,14,50,271
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,13.8,8.8,10.93,14,40,249
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,13.8,8.8,10.93,14,20,193
10.1016/j.apcatb.2021.120512,CoFe,1,0,23.58,13.8,8.8,10.93,14,10,147
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,7.4,60,632
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,7.4,50,586
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,7.4,40,535
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,0.3,60,405
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,7.4,20,405
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,0.3,50,385
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,0.3,40,365
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,14,20,330
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,7.4,10,326
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,0.3,20,319
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,14,10,289
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,63.27,4.8,37.4,1.63,0.3,10,284
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,7.4,60,545
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,7.4,50,502
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,7.4,40,453
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,14,60,358
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,0.3,60,354
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,14,50,337
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,0.3,50,327
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,7.4,20,327
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,14,40,312
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,0.3,40,302
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,14,20,255
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,7.4,10,241
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,0.3,20,239
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,14,10,206
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,62.09,4.8,43.3,0.87,0.3,10,200
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,7.4,60,418
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,7.4,50,374
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,7.4,40,328
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,14,60,276
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,0.3,60,267
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,14,50,264
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,14,40,253
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,0.3,50,251
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,0.3,40,234
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,7.4,20,228
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,14,20,220
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,0.3,20,192
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,14,10,190
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,0.3,10,165
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,61.52,4.8,47.2,2.53,7.4,10,163
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,7.4,60,261
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,7.4,50,234
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,7.4,40,210
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,14,60,197
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,14,50,192
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,14,40,186
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,14,20,163
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,7.4,20,150
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,0.3,60,147
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,0.3,50,141
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,0.3,40,135
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,14,10,130
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,0.3,20,117
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,7.4,10,110
10.1016/j.apcatb.2018.11.083,NiCoP,0,0,60.2,4.8,78.9,1.89,0.3,10,100
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,200,319
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,150,294
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,100,265
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,80,249
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,60,232
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,50,222
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,40,214
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,20,183
10.1007/s40843-021-1902-2,FeCoP,0,0,19.99,30,541.2,17.36,13,10,157
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,7.4,100,518
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,7.4,80,458
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,7.4,60,377
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,250,357
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,200,325
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,7.4,50,322
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,150,294
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,250,290
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,7.4,40,263
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,200,254
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,100,252
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,80,234
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,150,214
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,60,212
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,50,200
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,40,185
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,100,168
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,7.4,20,150
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,20,149
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,80,147
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,60,123
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,0.3,10,119
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,50,112
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,40,96
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,7.4,10,90
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,20,60
10.1007/s40843-021-1732-1,RuCoMn,1,0,37,10,110.3494,2.24,14,10,38
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,7.4,40,693
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,7.4,20,458
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,250,362
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,250,338
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,200,338
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,150,311
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,200,305
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,100,278
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,150,268
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,80,263
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,7.4,10,254
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,60,245
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,50,231
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,100,223
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,40,220
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,80,201
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,20,181
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,60,177
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,50,160
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,0.3,10,150
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,40,147
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,20,103
10.1007/s40843-021-1732-1,RuCo,1,0,27.9,10,87.86,1.66,14,10,67
10.1002/smll.201903395,CoCu,1,0,6.13,11.35,400.29,2.72,14,50,450
10.1002/smll.201903395,CoCu,1,0,6.13,11.35,400.29,2.72,14,10,270
10.1002/smll.201903395,CoFe,1,0,5.92,10.95,353.69,2.05,14,50,420
10.1002/smll.201903395,CoFe,1,0,5.92,10.95,353.69,2.05,14,10,250
10.1002/smll.201903395,CoNi,1,0,4.28,10.57,365.16,1.5,14,100,410
10.1002/smll.201903395,CoNi,1,0,4.28,10.57,365.16,1.5,14,50,340
10.1002/smll.201903395,CoNi,1,0,4.28,10.57,365.16,1.5,14,10,240
10.1002/smll.201903395,CoMn,1,0,2.9,10.27,325.61,1.15,14,50,540
10.1002/smll.201903395,CoMn,1,0,2.9,10.27,325.61,1.15,14,10,330
10.1002/smll.201903395,Co,0,0,3.11,11.4,289.13,1.95,14,50,410
10.1002/smll.201903395,Co,0,0,3.11,11.4,289.13,1.95,14,10,300
10.1002/chem.201900320,Pt,0,1,0.07,3,118.14,0,0.3,10,34.8
10.1002/chem.201900320,Pt,0,1,0.07,3,118.14,0,0.3,20,47.2
10.1002/cctc.201901601,NiPt,1,1,6.69,19.3,302,3.4,14,60,513
10.1002/cctc.201901601,FeCo,1,0,7.31,34.2,292,3.4,14,60,450
10.1002/cctc.201901601,FeCo,1,0,7.31,34.2,292,3.4,14,50,441
10.1002/cctc.201901601,FeCo,1,0,7.31,34.2,292,3.4,14,40,434
10.1002/cctc.201901601,FeCo,1,0,7.31,34.2,292,3.4,14,20,408
10.1002/cctc.201901601,FeCo,1,0,7.31,34.2,292,3.4,14,10,380
10.1002/cctc.201901601,FeCo,1,0,6.69,19.3,302,3.4,14,50,499
10.1002/cctc.201901601,FeCo,1,0,6.69,19.3,302,3.4,14,40,482
10.1002/cctc.201901601,FeCo,1,0,6.69,19.3,302,3.4,14,20,439
10.1002/cctc.201901601,FeCo,1,0,6.69,19.3,302,3.4,14,10,398
10.1002/cctc.201901601,FeCo,1,0,8.74,18,356,3.4,14,60,553
10.1002/cctc.201901601,FeCo,1,0,8.74,18,356,3.4,14,50,545
10.1002/cctc.201901601,FeCo,1,0,8.74,18,356,3.4,14,40,534
10.1002/cctc.201901601,FeCo,1,0,8.74,18,356,3.4,14,20,497
10.1002/cctc.201901601,FeCo,1,0,8.74,18,356,3.4,14,10,458
10.1002/cctc.201901601,FeCo,1,0,9.87,15.6,358,3.4,14,60,519
10.1002/cctc.201901601,FeCo,1,0,9.87,15.6,358,3.4,14,50,510
10.1002/cctc.201901601,FeCo,1,0,9.87,15.6,358,3.4,14,40,499
10.1002/cctc.201901601,FeCo,1,0,9.87,15.6,358,3.4,14,20,463
10.1002/cctc.201901601,FeCo,1,0,9.87,15.6,358,3.4,14,10,425
10.1002/anie.202013047,NiMo,1,0,100,10,52.8,0,13,10,56
10.1002/anie.202013047,NiMo,1,0,100,10,52.8,0,14,10,42
10.1002/adfm.202001756,Pt,0,1,10.2,2,402,0,0.3,50,50
10.1002/adfm.202001756,Pt,0,1,10.2,2,402,0,0.3,40,45.2
10.1002/adfm.202001756,Pt,0,1,10.2,2,402,0,0.3,20,34.6
10.1002/adfm.202001756,Pt,0,1,10.2,2,402,0,0.3,10,28.27
